County,Muni,ReportingUnit,PollingPlaceName,PollingPlaceAddress,Phone,VotimgRoomArea,TypeOfBuilding,Longitude,Latitude,ElectionName
FOND DU LAC COUNTY,TOWN OF FOND DU LAC,Ward 1A,FOND DU LAC TOWN HALL,"W5990 PIONEER RD, FOND DU LAC, WI 54935",9209231327,,Government,-88.456699,43.753758,2016 General Election
FOND DU LAC COUNTY,TOWN OF FOND DU LAC,Wards 1-8,FOND DU LAC TOWN HALL,"W5990 PIONEER RD, FOND DU LAC, WI 54935",9209231327,,Government,-88.456699,43.753758,2016 General Election
SHEBOYGAN COUNTY,CITY OF SHEBOYGAN,Ward 15,SENIOR ACTIVITY CENTER-HOSPITALITY RM,"428 WISCONSIN AVE, SHEBOYGAN, WI 53081-4146",(920) 459-3198,HOSPITALITY ROOM,Government,-87.7070770264,43.7529563904,2016 General Election
SHEBOYGAN COUNTY,CITY OF SHEBOYGAN,Ward 20,SENIOR ACTIVITY CENTER-FITNESS RM,"428 WISCONSIN AVE, SHEBOYGAN, WI 53081-4146",(920) 459-3198,Fitness Room,Government,-87.7070770264,43.7529563904,2016 General Election
SHEBOYGAN COUNTY,CITY OF SHEBOYGAN,Ward 21,SENIOR ACTIVITY CENTER-HOSPITALITY RM,"428 WISCONSIN AVE, SHEBOYGAN, WI 53081-4146",(920) 459-3198,HOSPITALITY ROOM,Government,-87.7070770264,43.7529563904,2016 General Election
SHEBOYGAN COUNTY,CITY OF SHEBOYGAN,Ward 24,SENIOR ACTIVITY CENTER-FITNESS RM,"428 WISCONSIN AVE, SHEBOYGAN, WI 53081-4146",(920) 459-3198,Fitness Room,Government,-87.7070770264,43.7529563904,2016 General Election
SHEBOYGAN COUNTY,CITY OF SHEBOYGAN,Ward 13,MEAD PUBLIC LIBRARY,"710 N 8TH ST, SHEBOYGAN, WI 53081-4505",920-459-3400 ext3435,,Government,-87.713484,43.752311,2016 General Election
SHEBOYGAN COUNTY,CITY OF SHEBOYGAN,Ward 14,MEAD PUBLIC LIBRARY,"710 N 8TH ST, SHEBOYGAN, WI 53081-4505",920-459-3400 ext3435,,Government,-87.713484,43.752311,2016 General Election
FOND DU LAC COUNTY,TOWN OF EMPIRE,Wards 1-4,EMPIRE TOWN HALL,"W3675 FOURTH ST RD, FOND DU LAC, WI 54937-7339",(920) 948-3828,,Government,-88.339737,43.751907,2016 General Election
MARQUETTE COUNTY,TOWN OF OXFORD,Ward 1-2,OXFORD TOWN HALL,"N2985 COUNTY ROAD O, OXFORD, WI 53952",6085864366,,Government,-89.545066,43.751746,2016 General Election
GREEN LAKE COUNTY,TOWN OF MARQUETTE,Ward 1,MARQUETTE TOWN HALL,"306 LYONS ST, MARKESAN, WI 53946",(920) 398-8128,,Government,-89.139546,43.7489838,2016 General Election
FOND DU LAC COUNTY,TOWN OF FOREST,Wards 1-2,FOREST TOWN HALL,"N5739 COUNTY RD W, MOUNT CALVARY, WI 53057",9209234539,,Government,-88.259413,43.748636,2016 General Election
SHEBOYGAN COUNTY,CITY OF PLYMOUTH,Ward 1-3,PLYMOUTH CITY HALL,"128 SMITH ST, PLYMOUTH, WI 53073-1742",9208931271,,Government,-87.978575,43.747516,2016 General Election
SHEBOYGAN COUNTY,CITY OF PLYMOUTH,Ward 4-6,PLYMOUTH CITY HALL,"128 SMITH ST, PLYMOUTH, WI 53073-1742",9208931271,,Government,-87.978575,43.747516,2016 General Election
SHEBOYGAN COUNTY,CITY OF PLYMOUTH,Ward 7-9,PLYMOUTH CITY HALL,"128 SMITH ST, PLYMOUTH, WI 53073-1742",9208931271,,Government,-87.978575,43.747516,2016 General Election
SHEBOYGAN COUNTY,CITY OF PLYMOUTH,Ward 10-12,PLYMOUTH CITY HALL,"128 SMITH ST, PLYMOUTH, WI 53073-1742",9208931271,,Government,-87.978575,43.747516,2016 General Election
MONROE COUNTY,VILLAGE OF CASHTON,Wards 1-3,CASHTON COMMUNITY HALL,"811 MAIN ST, CASHTON, WI 54619-2001",6086547828,,Government,-90.7796401978,43.7436523438,2016 General Election
JUNEAU COUNTY,CITY OF ELROY,Wards 1-7,ELROY LIBRARY,"501 2ND MAIN ST, ELROY, WI 53929-1255",6084622407,,Government,-90.272303,43.740993,2016 General Election
FOND DU LAC COUNTY,VILLAGE OF FAIRWATER,Ward 1,FAIRWATER CIVIC CENTER,"104 MAIN ST, FAIRWATER, WI 53931-9702",9203465418,,Government,-88.865067,43.738269,2016 General Election
SHEBOYGAN COUNTY,VILLAGE OF KOHLER,Wards 1-3,KOHLER VILLAGE HALL,"319 HIGHLAND DR, KOHLER, WI 53044-1513",9204593873,,Government,-87.7803497314,43.7380905151,2016 General Election
SHEBOYGAN COUNTY,CITY OF SHEBOYGAN,Ward 19,GOOD SHEPHERD LUTHERAN CHURCH,"1614 S 23RD ST, SHEBOYGAN, WI 53081-5018",(920) 452-8759,,Religious,-87.735847,43.736845,2016 General Election
SHEBOYGAN COUNTY,CITY OF SHEBOYGAN,Ward 22,GOOD SHEPHERD LUTHERAN CHURCH,"1614 S 23RD ST, SHEBOYGAN, WI 53081-5018",(920) 452-8759,,Religious,-87.735847,43.736845,2016 General Election
SHEBOYGAN COUNTY,CITY OF SHEBOYGAN,Ward 23,GOOD SHEPHERD LUTHERAN CHURCH,"1614 S 23RD ST, SHEBOYGAN, WI 53081-5018",(920) 452-8759,,Religious,-87.735847,43.736845,2016 General Election
SHEBOYGAN COUNTY,CITY OF SHEBOYGAN,Ward 29,GOOD SHEPHERD LUTHERAN CHURCH,"1614 S 23RD ST, SHEBOYGAN, WI 53081-5018",(920) 452-8759,,Religious,-87.735847,43.736845,2016 General Election
SHEBOYGAN COUNTY,CITY OF SHEBOYGAN,Ward 31,GOOD SHEPHERD LUTHERAN CHURCH,"1614 S 23RD ST, SHEBOYGAN, WI 53081-5018",(920) 452-8759,,Religious,-87.735847,43.736845,2016 General Election
SHEBOYGAN COUNTY,CITY OF SHEBOYGAN,Ward 32,GOOD SHEPHERD LUTHERAN CHURCH,"1614 S 23RD ST, SHEBOYGAN, WI 53081-5018",(920) 452-8759,,Religious,-87.735847,43.736845,2016 General Election
FOND DU LAC COUNTY,VILLAGE OF BRANDON,Ward 1,BRANDON VILLAGE HALL,"115 N CENTER ST, BRANDON, WI 53919-8535",9203465415,,Government,-88.782714,43.735883,2016 General Election
JUNEAU COUNTY,TOWN OF KILDARE,Ward 1,KILDARE TOWN HALL,"N2592 26TH AVE, LYNDON STA, WI 53944-9561",6086662483,,Government,-89.8981290311,43.7342856824,2016 General Election
FOND DU LAC COUNTY,TOWN OF LAMARTINE,Wards 1-2,LAMARTINE MUNICIPAL BUILDING,"N5269 SCHAEFER DR, OAKFIELD, WI 53065-9416",(920) 960-7835,,Government,-88.565237,43.733034,2016 General Election
SHEBOYGAN COUNTY,CITY OF SHEBOYGAN FALLS,"Wards 1-2,9",SHEBOYGAN FALLS CITY HALL,"375 BUFFALO ST, SHEBOYGAN FLS, WI 53085-1321",9204677900,,Government,-87.8136444092,43.7292289734,2016 General Election
SHEBOYGAN COUNTY,CITY OF SHEBOYGAN FALLS,Wards 3-5,SHEBOYGAN FALLS CITY HALL,"375 BUFFALO ST, SHEBOYGAN FLS, WI 53085-1321",9204677900,,Government,-87.8136444092,43.7292289734,2016 General Election
SHEBOYGAN COUNTY,CITY OF SHEBOYGAN FALLS,Wards 6-8,SHEBOYGAN FALLS CITY HALL,"375 BUFFALO ST, SHEBOYGAN FLS, WI 53085-1321",9204677900,,Government,-87.8136444092,43.7292289734,2016 General Election
MONROE COUNTY,VILLAGE OF ONTARIO,Ward 2,ONTARIO FIRE STATION/MUNICIPAL BUILDING,"205 STATE ST, ONTARIO, WI 54651-3002",6083374381,,Government,-90.592316,43.723244,2016 General Election
VERNON COUNTY,VILLAGE OF ONTARIO,Ward 1,ONTARIO FIRE STATION/MUNICIPAL BUILDING,"205 STATE ST, ONTARIO, WI 54651-3002",6083374381,,Government,-90.592316,43.723244,2016 General Election
SHEBOYGAN COUNTY,CITY OF SHEBOYGAN,Ward 25,BETHANY REFORMED CHURCH,"1315 WASHINGTON AVE, SHEBOYGAN, WI 53081-7245",(920) 452-0051,,Religious,-87.722971,43.718597,2016 General Election
SHEBOYGAN COUNTY,CITY OF SHEBOYGAN,Ward 26,BETHANY REFORMED CHURCH,"1315 WASHINGTON AVE, SHEBOYGAN, WI 53081-7245",(920) 452-0051,,Religious,-87.722971,43.718597,2016 General Election
SHEBOYGAN COUNTY,CITY OF SHEBOYGAN,Ward 28,BETHANY REFORMED CHURCH,"1315 WASHINGTON AVE, SHEBOYGAN, WI 53081-7245",(920) 452-0051,,Religious,-87.722971,43.718597,2016 General Election
GREEN LAKE COUNTY,TOWN OF MACKFORD,Ward 1,MACKFORD TOWN HALL,"N2270 COUNTY ROAD A, MARKESAN, WI 53946-8422",(920) 398-2693,,Government,-88.9373698086,43.7177860737,2016 General Election
JUNEAU COUNTY,VILLAGE OF LYNDON STATION,Ward 1,LYNDON STATION VILLAGE HALL,"116 LEMONWEIR ST, LYNDON STA, WI 53944-9660",6086662500,,Government,-89.902341,43.711638,2016 General Election
MARQUETTE COUNTY,VILLAGE OF ENDEAVOR,Ward 1,ADA MILLS DONNER AND MELVIN R DONNER CIVIC CENTER,"400 S CHURCH ST, ENDEAVOR, WI 53930-9694",6085872486,,Government,-89.4657535851,43.7103630602,2016 General Election
MARQUETTE COUNTY,TOWN OF MOUNDVILLE,Ward 1-2,ENDEAVOR/MOUNDVILLE FIRE DEPARTMENT,"631 S LIMITS RD, ENDEAVOR, WI 53930",6085872790,,Government,-89.4680709839,43.7075386047,2016 General Election
ADAMS COUNTY,TOWN OF DELL PRAIRIE,Ward 1-3,DELL PRAIRIE TOWN HALL,"763 COUNTY ROAD K, WISC DELLS, WI 53965-8981",(608) 254-2618,,Government,-89.731413,43.707122,2016 General Election
GREEN LAKE COUNTY,CITY OF MARKESAN,Wards 1-3,MARKESAN MUNICIPAL BUILDING,"150 S BRIDGE ST, MARKESAN, WI 53946-8045",9203983031,,Government,-88.987119,43.705599,2016 General Election
VERNON COUNTY,VILLAGE OF COON VALLEY,Ward 1,COON VALLEY VILLAGE HALL,"108 ROOSEVELT ST, COON VALLEY, WI 54623-8359",6084523139,,Government,-91.017194,43.701669,2016 General Election
FOND DU LAC COUNTY,TOWN OF WAUPUN,Wards 1-2,WAUPUN TOWN HALL,"N4369 COUNTY ROAD M, BRANDON, WI 53919-9439",9203249115,,Government,-88.724659,43.700737,2016 General Election
GREEN LAKE COUNTY,VILLAGE OF KINGSTON,Ward 1,KINGSTON VILLAGE HALL,"206 S SOUTH ST, KINGSTON, WI 53939",9202943309,,Government,-89.1280975342,43.6930236816,2016 General Election
FOND DU LAC COUNTY,TOWN OF EDEN,Wards 1-2,EDEN COMMUNITY CENTER,"104 S PINE ST, EDEN, WI 53019",9204772911,,Government,-88.357021,43.691712,2016 General Election
FOND DU LAC COUNTY,VILLAGE OF EDEN,Ward 1,EDEN COMMUNITY CENTER,"104 S PINE ST, EDEN, WI 53019",9204772911,,Government,-88.357021,43.691712,2016 General Election
GREEN LAKE COUNTY,TOWN OF MANCHESTER,Ward 1,MANCHESTER SENIOR CENTER,"N1645 SCHOOL ST, MANCHESTER, WI 53946",9203982282,,Private,-89.0514314175,43.6899990588,2016 General Election
SHEBOYGAN COUNTY,TOWN OF LYNDON,Wards 1-3,LYNDON TOWN HALL,"W6081 COUNTY RD N, PLYMOUTH, WI 53073-4638",,,Government,-88.000178,43.688772,2016 General Election
SHEBOYGAN COUNTY,TOWN OF WILSON,Wards 1-4,TOWN OF WILSON TOWN HALL,"5933 S BUSINESS DR, SHEBOYGAN, WI 53081-8930",(920) 208-2390,,Government,-87.7526756376,43.6850470304,2016 General Election
JUNEAU COUNTY,VILLAGE OF UNION CENTER,Ward 1,UNION CENTER TOWN HALL,"339 HIGH ST, UNION CENTER, WI 53962",6084628810,,Government,-90.263769,43.684475,2016 General Election
FOND DU LAC COUNTY,VILLAGE OF OAKFIELD,Wards 1-2,OAKFIELD COMMUNITY CENTER,"130 N MAIN ST, OAKFIELD, WI 53065-9593",9205334400,,Government,-88.547796,43.684162,2016 General Election
JUNEAU COUNTY,TOWN OF SEVEN MILE CREEK,Wards 1-2,SEVEN MILE CREEK TOWN HALL,"N1232 SAINT CLAIR RD, MAUSTON, WI 53948-9212",6088474896,,Government,-90.035659,43.681755,2016 General Election
JUNEAU COUNTY,TOWN OF WONEWOC,Wards 1-2,WONEWOC TOWN HALL,"762 BRIDGE ST, UNION CENTER, WI 53962",6084625281,,Government,-90.264482,43.681017,2016 General Election
MARQUETTE COUNTY,TOWN OF BUFFALO,Ward 1-2,BUFFALO TOWN HALL,"W3205 COUNTY ROAD O, MONTELLO, WI 53949-9075",(920) 394-3962,,Government,-89.322343,43.678456,2016 General Election
FOND DU LAC COUNTY,TOWN OF ALTO,Wards 1-2,ALTO COMMUNITY CENTER,"W12785 COUNTY ROAD AS, WAUPUN, WI 53963",9203462734,,Government,-88.799178,43.676983,2016 General Election
SHEBOYGAN COUNTY,VILLAGE OF WALDO,Ward 1,WALDO VILLAGE HALL,"810 W 2ND ST., WALDO, WI 53093-1329",9205288121,,Government,-87.9524917603,43.6757926941,2016 General Election
JUNEAU COUNTY,TOWN OF SUMMIT,Ward 1,Summit Town Hall,"N1025 STATE ROAD 58, MAUSTON, WI 53948",,,Government,-90.113266,43.674723,2016 General Election
SHEBOYGAN COUNTY,TOWN OF LIMA,Wards 1-4,LIMA TOWN HALL,"N3689 COUNTY ROAD I, SHEBOYGAN FALLS, WI 53085",9204676037,,Government,-87.870949,43.67379,2016 General Election
ADAMS COUNTY,TOWN OF NEW HAVEN,Ward 1,NEW HAVEN TOWN HALL,"330 GOLDEN CT, WISC DELLS, WI 53965-8616",(608) 253-4064,,Government,-89.6445465088,43.6699066162,2016 General Election
VERNON COUNTY,TOWN OF HAMBURG,Ward 1-2,HAMBURG TOWN HALL,"S1631 COUNTY ROAD K A, CHASEBURG, WI 54621",6086892782,,Government,-91.100785,43.668969,2016 General Election
VERNON COUNTY,TOWN OF CHRISTIANA,Ward 1-2,CHRISTIANA TOWN HALL,"505 SAUGSTAD RD, WESTBY, WI 54667",6086344184,,Government,-90.868818,43.668599,2016 General Election
VERNON COUNTY,TOWN OF BERGEN,Ward 1-3,BERGEN TOWN HALL,"N2094 PROKSCH COULEE RD, STODDARD, WI 54658-____",6084572461,,Government,-91.191771,43.667298,2016 General Election
VERNON COUNTY,TOWN OF WHITESTOWN,Ward 1,WHITESTOWN TOWN HALL,"S1701 SANDHILL RD, LA FARGE, WI 54639-8699",6086252685,,Government,-90.647951,43.666613,2016 General Election
SHEBOYGAN COUNTY,TOWN OF MITCHELL,Wards 1-3,MITCHELL TOWN HALL,"W8095 PARNELL RD, CASCADE, WI 53011-1250",9205287776,,Government,-88.099693,43.666568,2016 General Election
VERNON COUNTY,TOWN OF FOREST,Ward 1,FOREST TOWN GARAGE,"E15784 STATE HIGHWAY 33, HILLSBORO, WI 54634",6084892608,,Government,-90.459019,43.665578,2016 General Election
VERNON COUNTY,TOWN OF COON,Ward 1-2,COON TOWN HALL,"S1770 TOWN HALL LANE, WESTBY, WI 54667",6086343624,,Government,-90.939043,43.664684,2016 General Election
VERNON COUNTY,VILLAGE OF STODDARD,Ward 1,STODDARD VILLAGE HALL,"180 N MAIN ST, STODDARD, WI 54658-9530",4572136,,Government,-91.218748,43.663586,2016 General Election
FOND DU LAC COUNTY,TOWN OF OAKFIELD,Wards 1-2,OAKFIELD TOWN HALL,"N3349 OAK CENTER RD, OAKFIELD, WI 53065-9531",9205833328,,Government,-88.601142,43.663158,2016 General Election
VERNON COUNTY,VILLAGE OF CHASEBURG,Ward 1,CHASEBURG VILLAGE HALL,"400 DEPOT ST, CHASEBURG, WI 54621",6084832660,,Government,-91.093586,43.658343,2016 General Election
SHEBOYGAN COUNTY,VILLAGE OF CASCADE,Ward 1,CASCADE VILLAGE HALL,"301 1ST ST, CASCADE, WI 53011",9205288642,,Government,-88.0109558105,43.6559677124,2016 General Election
GREEN LAKE COUNTY,TOWN OF KINGSTON,Wards 1-2,KINGSTON TOWN HALL,"W6408 E PINE ST, DALTON, WI 53926-9375",9203943008,,School,-89.2036949,43.6557087,2016 General Election
VERNON COUNTY,TOWN OF HILLSBORO,Ward 1-3,HILLS MANOR,"118 MADISON ST, HILLSBORO, WI 54634-9021",6084893464,,Business,-90.3387542814,43.6547219753,2016 General Election
MARQUETTE COUNTY,TOWN OF DOUGLAS,Ward 1,DOUGLAS TOWN HALL,"N436 COUNTY ROAD A, BRIGGSVILLE, WI 53920-9717",6089812121,,Government,-89.586065,43.654613,2016 General Election
FOND DU LAC COUNTY,TOWN OF OSCEOLA,Wards 1-2,OSCEOLA TOWN HALL,"W1476 COUNTY ROAD F, CAMPBELLSPORT, WI 53010-1707",(920) 948-4247,,Government,-88.229023,43.653845,2016 General Election
JUNEAU COUNTY,VILLAGE OF WONEWOC,Ward 1,WONEWOC VILLAGE HALL,"200 WEST ST, WONEWOC, WI 53968",6084643114,,Government,-90.224111,43.653312,2016 General Election
FOND DU LAC COUNTY,TOWN OF BYRON,Wards 1-2,BYRON TOWN HALL,"N3097 STATE ROAD 175, BYRON, WI 53006",(920) 375-6119,,Government,-88.450857,43.653171,2016 General Election
VERNON COUNTY,CITY OF WESTBY,Ward 1-5,WESTBY COMMUNITY CENTER,"206 S MAIN ST, WESTBY, WI 54667-1308",6086342699,,Government,-90.8578039706,43.6527123302,2016 General Election
VERNON COUNTY,CITY OF HILLSBORO,Ward 1-4,HILLSBORO CITY HALL,"123 MECHANIC ST, HILLSBORO, WI 54634-4342",6084892521,,Government,-90.3391639888,43.6517836154,2016 General Election
SAUK COUNTY,TOWN OF WESTFIELD,Ward 1,WESTFIELD TOWN HALL,"200 MILL ST, LOGANVILLE, WI 53943",608-727-2638,,Government,-90.3407920897,43.6515107006,2016 General Election
JUNEAU COUNTY,TOWN OF LYNDON,Wards 1-3,LYNDON TOWN HALL,"W1797 COUNTY ROAD J, WISC DELLS, WI 53965-8281",6082547491,,Government,-89.86244,43.64818,2016 General Election
VERNON COUNTY,TOWN OF CLINTON,Ward 1-2,CLINTON TOWN HALL,"S1299 COUNTY ROAD D, CASHTON, WI 54619-6155",6086545954,,Government,-90.713289,43.638007,2016 General Election
DODGE COUNTY,VILLAGE OF BROWNSVILLE,Ward 1,BROWNSVILLE COMMUNITY CLUB,"871 MAIN ST, BROWNSVILLE, WI 53006-1439",9205834550,,Private,-88.7504372746,43.6330899596,2016 General Election
DODGE COUNTY,CITY OF WAUPUN,Wards 1-8,WAUPUN CITY HALL,"201 E MAIN ST, WAUPUN, WI 53963-2019",9203247900,COUNCIL CHAMBERS,Government,-88.731819,43.632892,2016 General Election
FOND DU LAC COUNTY,CITY OF WAUPUN,Wards 9-12,WAUPUN CITY HALL,"201 E MAIN ST, WAUPUN, WI 53963-2019",9203247900,COUNCIL CHAMBERS,Government,-88.731819,43.632892,2016 General Election
FOND DU LAC COUNTY,CITY OF WAUPUN,Ward 9B,WAUPUN CITY HALL,"201 E MAIN ST, WAUPUN, WI 53963-2019",9203247900,COUNCIL CHAMBERS,Government,-88.731819,43.632892,2016 General Election
SHEBOYGAN COUNTY,VILLAGE OF OOSTBURG,Wards 1-4,OOSTBURG MUNICIPAL BUILDING,"1140 MINNESOTA AVE, OOSTBURG, WI 53070-1221",9205643214,,Government,-87.80231,43.63062,2016 General Election
ADAMS COUNTY,CITY OF WISCONSIN DELLS,"Wards 5,9",WISCONSIN DELLS MUNICIPAL BUILDING,"300 LA CROSSE ST, WISC DELLS, WI 53965-1568",608-254-2012,,Government,-89.774916,43.624743,2016 General Election
COLUMBIA COUNTY,CITY OF WISCONSIN DELLS,"Wards 1-3,6",WISCONSIN DELLS MUNICIPAL BUILDING,"300 LA CROSSE ST, WISC DELLS, WI 53965-1568",608-254-2012,,Government,-89.774916,43.624743,2016 General Election
COLUMBIA COUNTY,CITY OF WISCONSIN DELLS,Ward 11,WISCONSIN DELLS MUNICIPAL BUILDING,"300 LA CROSSE ST, WISC DELLS, WI 53965-1568",608-254-2012,,Government,-89.774916,43.624743,2016 General Election
JUNEAU COUNTY,CITY OF WISCONSIN DELLS,Ward 7,WISCONSIN DELLS MUNICIPAL BUILDING,"300 LA CROSSE ST, WISC DELLS, WI 53965-1568",608-254-2012,,Government,-89.774916,43.624743,2016 General Election
SAUK COUNTY,CITY OF WISCONSIN DELLS,Ward 4,WISCONSIN DELLS MUNICIPAL BUILDING,"300 LA CROSSE ST, WISC DELLS, WI 53965-1568",608-254-2012,,Government,-89.774916,43.624743,2016 General Election
SAUK COUNTY,CITY OF WISCONSIN DELLS,"Wards 8,10",WISCONSIN DELLS MUNICIPAL BUILDING,"300 LA CROSSE ST, WISC DELLS, WI 53965-1568",608-254-2012,,Government,-89.774916,43.624743,2016 General Election
SAUK COUNTY,TOWN OF WOODLAND,Ward 1,WOODLAND TOWN HALL,"S548 COUNTY ROAD G, WONEWOC, WI 53968-9665",6084647260,,Government,-90.240682,43.624652,2016 General Election
SHEBOYGAN COUNTY,VILLAGE OF ADELL,Ward 1,ADELL VILLAGE HALL,"508 SEIFERT ST, ADELL, WI 53001-1185",9209948620,,Government,-87.9508023709,43.6192262918,2016 General Election
COLUMBIA COUNTY,TOWN OF NEWPORT,Ward 1,NEWPORT MEMORIAL TOWN HALL,"N9236 TOWN HALL ROAD, WISCONSIN DELLS, WI 53965",6082548629,,Government,-89.708863,43.613354,2016 General Election
COLUMBIA COUNTY,TOWN OF FORT WINNEBAGO,Ward 1,FORT WINNEBAGO ELEMENTARY SCHOOL,"W8349 DUMKE RD, PORTAGE, WI 53901-9712",(608) 742-1395,,School,-89.417384,43.613147,2016 General Election
DODGE COUNTY,TOWN OF FOX LAKE,Wards 1-4,FOX LAKE TOWN HALL,"W10543 COUNTY ROAD F, FOX LAKE, WI 53933-9779",9209283573,,Government,-88.9287867397,43.6046565324,2016 General Election
FOND DU LAC COUNTY,VILLAGE OF CAMPBELLSPORT,Wards 1-4,CAMPBELLSPORT MUNICIPAL CENTER,"470 GRANDVIEW AVE, CAMPBELLSPORT, WI 53010",920-533-8321,,Government,-88.279577,43.602445,2016 General Election
COLUMBIA COUNTY,TOWN OF MARCELLON,Wards 1-2,MARCELLON SCHOOL,"W6180 SCHOOL RD, PARDEEVILLE, WI 53954-9746",6084294072,,School,-89.308563,43.600155,2016 General Election
FOND DU LAC COUNTY,TOWN OF AUBURN,Wards 1-3,AUBURN TOWN HALL,"W1728 SUNSET DR, CAMPBELLSPORT, WI 53010-2901",9205335322,,Government,-88.241625,43.59984,2016 General Election
COLUMBIA COUNTY,TOWN OF SCOTT,Ward 1,SCOTT TOWN HALL,"W3696 ROSS RD, CAMBRIA, WI 53923",(920) 348-5110,,Government,-89.187283963,43.5996522009,2016 General Election
VERNON COUNTY,TOWN OF UNION,Ward 1-3,UNION TOWN HALL,"E15175 STATE ROAD 82, HILLSBORO, WI 54634",6085284582,,Government,-90.498384,43.595584,2016 General Election
COLUMBIA COUNTY,TOWN OF LEWISTON,Wards 1-2,LEWISTON ELEMENTARY SCHOOL,"W11195 HIGHWAY 127, PORTAGE, WI 53901",6087422524,,School,-89.558462,43.593718,2016 General Election
SAUK COUNTY,TOWN OF DELLONA,Wards 1-2,DELLONA TOWN HALL,"E8062 COUNTY ROAD H, LYNDON STA, WI 53944-9667",6085240800,,Government,-89.918901,43.592849,2016 General Election
VERNON COUNTY,TOWN OF STARK,Ward 1-2,STARK TOWN HALL,"S3803 CORPS RD, LA FARGE, WI 54639-8001",6086252771,,Government,-90.639839,43.592319,2016 General Election
VERNON COUNTY,TOWN OF WEBSTER,Ward 1-2,WEBSTER TOWN HALL,"E10614 STATE HIGHWAY 82, LA FARGE, WI 54639",6086254568,,Government,-90.728278,43.591269,2016 General Election
FOND DU LAC COUNTY,TOWN OF ASHFORD,Wards 1-3,ASHFORD TOWN HALL,"N1410 ROLLING DR, CAMPBELLSPORT, WI 53010",9205335053,,Government,-88.341204,43.591186,2016 General Election
VERNON COUNTY,TOWN OF JEFFERSON,Wards 1-4,JEFFERSON TOWN HALL,"S4020 COUNTY ROAD B, VIROQUA, WI 54665",6086372372,,Government,-90.945119,43.589295,2016 General Election
SAUK COUNTY,TOWN OF DELTON,Wards 1-4,MARSHALL MEMORIAL HALL,"30 WISCONSIN DELLS PARKWAY SOUTH, LAKE DELTON, WI 53940",6082534621,,Government,-89.7932808101,43.5891453177,2016 General Election
SAUK COUNTY,VILLAGE OF LAKE DELTON,Wards 1-3,KAY C. MACKESEY ADMINISTRATION BUILDING,"50 S WISCONSIN DELLS PKWY, LAKE DELTON, WI 53940-0087",6082542558,,Government,-89.7930186242,43.5891392827,2016 General Election
VERNON COUNTY,TOWN OF HARMONY,Ward 1-3,HARMONY TOWN HALL,"E2905 NEWTON RD, GENOA, WI 54632",6084832446,,Government,-91.0950185359,43.5878176242,2016 General Election
COLUMBIA COUNTY,TOWN OF RANDOLPH,Ward 1,RANDOLPH TOWN HALL,"109 S MADISON ST, FRIESLAND, WI 53935",9203485065,,Government,-89.0675125122,43.5876617432,2016 General Election
COLUMBIA COUNTY,VILLAGE OF FRIESLAND,Ward 1,FRIESLAND VILLAGE HALL,"113 S MADISON ST, FRIESLAND, WI 53935-9701",9203485156,,Government,-89.0677337646,43.5872421265,2016 General Election
SHEBOYGAN COUNTY,TOWN OF SCOTT,Wards 1-3,SCOTT TOWN HALL,"N1306 BOLTONVILLE RD, ADELL, WI 53001-1426",9209944470,,Government,-88.100449,43.587055,2016 General Election
DODGE COUNTY,VILLAGE OF LOMIRA,Wards 1-3,LOMIRA MUNICIPAL BUILDING,"425 S WATER ST, LOMIRA, WI 53048-9581",9202694112,COMMUNITY ROOM,Government,-88.44078,43.585956,2016 General Election
VERNON COUNTY,TOWN OF GREENWOOD,Ward 1,GREENWOOD TOWN HALL,"S4105 COUNTY HIGHWAY C, HILLSBORO, WI 54634-3032",6084893584,,Government,-90.363965,43.582908,2016 General Election
SAUK COUNTY,VILLAGE OF LAVALLE,Ward 1,LAVALLE PUBLIC LIBRARY,"101 W MAIN ST, LA VALLE, WI 53941-9564",608-985-8383,,Government,-90.130115,43.582379,2016 General Election
SAUK COUNTY,TOWN OF LA VALLE,Wards 1-3,LA VALLE TOWN HALL,"314 STATE ROAD 33/58, LA VALLE, WI 53941",6089857695,,Government,-90.126213,43.58195,2016 General Election
DODGE COUNTY,TOWN OF LEROY,Wards 1-2,LEROY TOWN HALL,"N10725 COUNTY ROAD YY, LOMIRA, WI 53048",9205834590,,Government,-88.562263,43.581917,2016 General Election
SHEBOYGAN COUNTY,TOWN OF HOLLAND,Wards 1-3,HOLLAND TOWN HALL,"W3005 COUNTY ROAD G, CEDAR GROVE, WI 53013",9206686696,,Government,-87.845917,43.581661,2016 General Election
VERNON COUNTY,VILLAGE OF GENOA,Ward 1,VILLAGE OF GENOA FIRE STATION,"126 MAIN ST, GENOA, WI 54632-8877",6086892151,,Government,-91.22494,43.57867,2016 General Election
DODGE COUNTY,TOWN OF TRENTON,Wards 1-2,TRENTON TOWN HALL,"N10584 JERSEY RD, FOX LAKE, WI 53933-9742",9203245941,,Government,-88.825385,43.577813,2016 General Election
DODGE COUNTY,TOWN OF CHESTER,Wards 1-2,CHESTER TOWN HALL,"W6498 OAKWOOD RD, WAUPUN, WI 53963",9203243621,,Government,-88.7347007543,43.575565964,2016 General Election
